id number,first name,last name,grade,school,district,dist_code,sys_id,pathway,WBL_Event_Count
14591,Chantale,Peck,11,captain hook high school,neverland public schools,nps,nps14591,manufacturing,2
12693,Camden,Lyons,12,captain hook high school,neverland public schools,nps,nps12693,manufacturing,2
23316,Keegan,Bass,10,lucius fox high school,gotham city public schools,gcps,gcps23316,healthcare,4
67799,Zane,Pearson,11,captain hook high school,neverland public schools,nps,nps67799,manufacturing,3
75418,David,Harvey,12,lucius fox high school,gotham city public schools,gcps,gcps75418,healthcare,0
36529,Suki,Carter,9,james gordon center for learning,gotham city public schools,gcps,gcps36529,,1
27418,Palmer,Compton,9,lucius fox high school,gotham city public schools,gcps,gcps27418,,3
76031,Dane,Best,12,lost boys academy,neverland public schools,nps,nps76031,manufacturing,0
12598,Cody,Mcpherson,9,lost boys academy,neverland public schools,nps,nps12598,,3
66484,Dale,Dean,12,lost boys academy,neverland public schools,nps,nps66484,manufacturing,1
52718,Skyler,Myers,10,lost boys academy,neverland public schools,nps,nps52718,manufacturing,1
36706,Libby,Fox,10,captain hook high school,neverland public schools,nps,nps36706,manufacturing,3
59921,Germaine,Prince,11,james gordon center for learning,gotham city public schools,gcps,gcps59921,,1
41237,Porter,Ashley,9,lost boys academy,neverland public schools,nps,nps41237,manufacturing,1
64734,Shad,Phillips,11,lucius fox high school,gotham city public schools,gcps,gcps64734,healthcare,2
58675,Nadine,Murphy,11,captain hook high school,neverland public schools,nps,nps58675,manufacturing,2
65947,Samuel,Leonard,12,captain hook high school,neverland public schools,nps,nps65947,manufacturing,2
43406,Sheila,Jackson,11,captain hook high school,neverland public schools,nps,nps43406,,0
51376,Hamilton,Petersen,11,james gordon center for learning,gotham city public schools,gcps,gcps51376,,0
61272,Imelda,Meyer,11,lucius fox high school,gotham city public schools,gcps,gcps61272,healthcare,4
82711,Willow,Reynolds,11,lucius fox high school,gotham city public schools,gcps,gcps82711,healthcare,2
33426,Constance,Guy,10,captain hook high school,neverland public schools,nps,nps33426,manufacturing,1
92739,Gareth,Sweeney,11,james gordon center for learning,gotham city public schools,gcps,gcps92739,,2
25918,Hedley,Duran,12,captain hook high school,neverland public schools,nps,nps25918,,0
88616,Wing,Branch,10,lucius fox high school,gotham city public schools,gcps,gcps88616,,2
14834,Basil,Yates,11,james gordon center for learning,gotham city public schools,gcps,gcps14834,,0
44420,Pearl,Clay,10,captain hook high school,neverland public schools,nps,nps44420,manufacturing,3
73631,Hamish,Stone,12,lost boys academy,neverland public schools,nps,nps73631,manufacturing,2
41326,Hollee,Vargas,12,captain hook high school,neverland public schools,nps,nps41326,manufacturing,3
96036,Stewart,Walker,12,james gordon center for learning,gotham city public schools,gcps,gcps96036,,1
19683,Wyoming,Webb,10,lucius fox high school,gotham city public schools,gcps,gcps19683,healthcare,2
82577,Fletcher,Burnett,10,lucius fox high school,gotham city public schools,gcps,gcps82577,healthcare,2
16356,Alika,Buchanan,10,lucius fox high school,gotham city public schools,gcps,gcps16356,healthcare,1
49104,Karleigh,Byers,9,james gordon center for learning,gotham city public schools,gcps,gcps49104,healthcare,1
88311,Halee,Andrews,9,lucius fox high school,gotham city public schools,gcps,gcps88311,,0
85854,Thane,Gilmore,10,lucius fox high school,gotham city public schools,gcps,gcps85854,healthcare,3
34403,Kitra,Zimmerman,10,lost boys academy,neverland public schools,nps,nps34403,,1
76414,Cruz,Boyd,11,captain hook high school,neverland public schools,nps,nps76414,manufacturing,1
39431,Ria,Walton,10,lost boys academy,neverland public schools,nps,nps39431,manufacturing,3
55456,Dexter,Delacruz,9,lost boys academy,neverland public schools,nps,nps55456,,1
77450,Celeste,Mooney,9,james gordon center for learning,gotham city public schools,gcps,gcps77450,healthcare,3
14022,Damian,Lott,9,lucius fox high school,gotham city public schools,gcps,gcps14022,healthcare,2
69538,Vincent,Sweeney,9,lost boys academy,neverland public schools,nps,nps69538,,0
74749,Chastity,Horne,12,james gordon center for learning,gotham city public schools,gcps,gcps74749,,0
94683,Driscoll,Pennington,11,captain hook high school,neverland public schools,nps,nps94683,manufacturing,1
77113,Orli,Travis,9,lost boys academy,neverland public schools,nps,nps77113,,4
