id number,first name,last name,grade,school,district,dist_code,sys_id,pathway,WBL Participant
44802,Charity,Mcdonald,12,captain hook high school,neverland public schools,nps,nps44802,manufacturing,yes
10490,Daquan,Murphy,9,captain hook high school,neverland public schools,nps,nps10490,manufacturing,yes
47311,Montana,Doyle,11,lucius fox high school,gotham city public schools,gcps,gcps47311,healthcare,yes
12078,Bianca,Hubbard,12,lost boys academy,neverland public schools,nps,nps12078,,yes
14670,Regina,Barnett,9,james gordon center for learning,gotham city public schools,gcps,gcps14670,,yes
78273,Nina,Calhoun,12,lucius fox high school,gotham city public schools,gcps,gcps78273,healthcare,yes
62078,Forrest,Clarke,12,james gordon center for learning,gotham city public schools,gcps,gcps62078,healthcare,yes
72881,Valentine,Zimmerman,11,captain hook high school,neverland public schools,nps,nps72881,manufacturing,no
67879,Ignacia,Walter,11,james gordon center for learning,gotham city public schools,gcps,gcps67879,healthcare,yes
47135,Lilah,Campos,9,lost boys academy,neverland public schools,nps,nps47135,,yes
40588,Jade,Heath,12,captain hook high school,neverland public schools,nps,nps40588,manufacturing,yes
88800,Wynter,Poole,10,captain hook high school,neverland public schools,nps,nps88800,manufacturing,yes
15860,Aristotle,Clark,10,lucius fox high school,gotham city public schools,gcps,gcps15860,healthcare,yes
85397,Nathaniel,Cooper,11,lost boys academy,neverland public schools,nps,nps85397,manufacturing,yes
56422,Aspen,Spence,9,james gordon center for learning,gotham city public schools,gcps,gcps56422,healthcare,yes
88740,Hunter,Houston,11,james gordon center for learning,gotham city public schools,gcps,gcps88740,healthcare,no
60624,Hanna,Mills,9,lost boys academy,neverland public schools,nps,nps60624,,yes
14591,Chantale,Peck,11,captain hook high school,neverland public schools,nps,nps14591,manufacturing,yes
12693,Camden,Lyons,12,captain hook high school,neverland public schools,nps,nps12693,manufacturing,yes
23316,Keegan,Bass,10,lucius fox high school,gotham city public schools,gcps,gcps23316,healthcare,yes
67799,Zane,Pearson,11,captain hook high school,neverland public schools,nps,nps67799,manufacturing,yes
75418,David,Harvey,12,lucius fox high school,gotham city public schools,gcps,gcps75418,healthcare,no
36529,Suki,Carter,9,james gordon center for learning,gotham city public schools,gcps,gcps36529,,yes
27418,Palmer,Compton,9,lucius fox high school,gotham city public schools,gcps,gcps27418,,yes
76031,Dane,Best,12,lost boys academy,neverland public schools,nps,nps76031,manufacturing,no
12598,Cody,Mcpherson,9,lost boys academy,neverland public schools,nps,nps12598,,yes
66484,Dale,Dean,12,lost boys academy,neverland public schools,nps,nps66484,manufacturing,yes
52718,Skyler,Myers,10,lost boys academy,neverland public schools,nps,nps52718,manufacturing,yes
36706,Libby,Fox,10,captain hook high school,neverland public schools,nps,nps36706,manufacturing,yes
59921,Germaine,Prince,11,james gordon center for learning,gotham city public schools,gcps,gcps59921,,yes
41237,Porter,Ashley,9,lost boys academy,neverland public schools,nps,nps41237,manufacturing,yes
64734,Shad,Phillips,11,lucius fox high school,gotham city public schools,gcps,gcps64734,healthcare,yes
58675,Nadine,Murphy,11,captain hook high school,neverland public schools,nps,nps58675,manufacturing,yes
65947,Samuel,Leonard,12,captain hook high school,neverland public schools,nps,nps65947,manufacturing,yes
43406,Sheila,Jackson,11,captain hook high school,neverland public schools,nps,nps43406,,no
51376,Hamilton,Petersen,11,james gordon center for learning,gotham city public schools,gcps,gcps51376,,no
61272,Imelda,Meyer,11,lucius fox high school,gotham city public schools,gcps,gcps61272,healthcare,yes
82711,Willow,Reynolds,11,lucius fox high school,gotham city public schools,gcps,gcps82711,healthcare,yes
33426,Constance,Guy,10,captain hook high school,neverland public schools,nps,nps33426,manufacturing,yes
92739,Gareth,Sweeney,11,james gordon center for learning,gotham city public schools,gcps,gcps92739,,yes
25918,Hedley,Duran,12,captain hook high school,neverland public schools,nps,nps25918,,no
88616,Wing,Branch,10,lucius fox high school,gotham city public schools,gcps,gcps88616,,yes
14834,Basil,Yates,11,james gordon center for learning,gotham city public schools,gcps,gcps14834,,no
44420,Pearl,Clay,10,captain hook high school,neverland public schools,nps,nps44420,manufacturing,yes
73631,Hamish,Stone,12,lost boys academy,neverland public schools,nps,nps73631,manufacturing,yes
41326,Hollee,Vargas,12,captain hook high school,neverland public schools,nps,nps41326,manufacturing,yes
96036,Stewart,Walker,12,james gordon center for learning,gotham city public schools,gcps,gcps96036,,yes
19683,Wyoming,Webb,10,lucius fox high school,gotham city public schools,gcps,gcps19683,healthcare,yes
82577,Fletcher,Burnett,10,lucius fox high school,gotham city public schools,gcps,gcps82577,healthcare,yes
16356,Alika,Buchanan,10,lucius fox high school,gotham city public schools,gcps,gcps16356,healthcare,yes
49104,Karleigh,Byers,9,james gordon center for learning,gotham city public schools,gcps,gcps49104,healthcare,yes
88311,Halee,Andrews,9,lucius fox high school,gotham city public schools,gcps,gcps88311,,no
85854,Thane,Gilmore,10,lucius fox high school,gotham city public schools,gcps,gcps85854,healthcare,yes
34403,Kitra,Zimmerman,10,lost boys academy,neverland public schools,nps,nps34403,,yes
76414,Cruz,Boyd,11,captain hook high school,neverland public schools,nps,nps76414,manufacturing,yes
39431,Ria,Walton,10,lost boys academy,neverland public schools,nps,nps39431,manufacturing,yes
55456,Dexter,Delacruz,9,lost boys academy,neverland public schools,nps,nps55456,,yes
77450,Celeste,Mooney,9,james gordon center for learning,gotham city public schools,gcps,gcps77450,healthcare,yes
14022,Damian,Lott,9,lucius fox high school,gotham city public schools,gcps,gcps14022,healthcare,yes
69538,Vincent,Sweeney,9,lost boys academy,neverland public schools,nps,nps69538,,no
74749,Chastity,Horne,12,james gordon center for learning,gotham city public schools,gcps,gcps74749,,no
94683,Driscoll,Pennington,11,captain hook high school,neverland public schools,nps,nps94683,manufacturing,yes
77113,Orli,Travis,9,lost boys academy,neverland public schools,nps,nps77113,,yes
